dataID	beetles	precipitation	altitude	temperature	minTemp	region	plot	year	technician	spatialCoordinate
652	1	0.42516667	0.653061224	8.507797066	-10.77861497	7	33	12	1	19.59183673
653	0	0.833674965	0.653061224	8.069847072	-11.25112884	7	33	13	3	19.59183673
654	0	0.322581548	0.653061224	9.006057215	-8.76386223	7	33	14	2	19.59183673
655	0	0.971843514	0.653061224	5.432028275	-14.00837127	7	33	15	4	19.59183673
656	1	0.465890656	0.653061224	7.735645944	-8.087093512	7	33	16	1	19.59183673
657	0	0.933553839	0.653061224	7.276407797	-13.06742059	7	33	17	4	19.59183673
658	0	0.632008895	0.653061224	9.031804775	-8.905528843	7	33	18	3	19.59183673
659	21	0.377585645	0.653061224	10.63151897	-8.472515975	7	33	19	5	19.59183673
660	0	0.124003907	0.653061224	9.481435401	-13.68772739	7	33	20	1	19.59183673
661	0	0.82844003	0.673469388	8.302451517	-13.28840337	7	34	1	3	20.20408163
662	0	0.512191445	0.673469388	7.71456318	-10.34756423	7	34	2	2	20.20408163
663	15	0.465068383	0.673469388	10.36123499	-6.504571213	7	34	3	4	20.20408163
664	0	0.923601067	0.673469388	5.722337902	-19.23660145	7	34	4	4	20.20408163
665	0	0.423195095	0.673469388	6.973254056	-8.830939077	7	34	5	4	20.20408163
666	0	0.02272607	0.673469388	8.822019203	-13.64102217	7	34	6	4	20.20408163
667	3	0.76707279	0.673469388	8.683769777	-7.055946235	7	34	7	4	20.20408163
668	0	0.02990938	0.673469388	6.687884185	-17.62191815	7	34	8	3	20.20408163
669	1	0.848120292	0.673469388	9.294493434	-9.026290736	7	34	9	1	20.20408163
670	0	0.099904973	0.673469388	7.810981607	-14.88594869	7	34	10	3	20.20408163
671	0	0.379349249	0.673469388	7.322169063	-8.621792443	7	34	11	2	20.20408163
672	0	0.399011774	0.673469388	5.570617649	-9.315088235	7	34	12	1	20.20408163
673	0	0.778084964	0.673469388	9.551878534	-11.24931417	7	34	13	3	20.20408163
674	0	0.026045385	0.673469388	7.145363311	-19.12672051	7	34	14	3	20.20408163
675	0	0.49144305	0.673469388	6.506437876	-14.31542476	7	34	15	4	20.20408163
676	2	0.844304072	0.673469388	6.373592886	-7.730905776	7	34	16	5	20.20408163
677	0	0.932219589	0.673469388	8.338429168	-13.44506751	7	34	17	5	20.20408163
678	0	0.865003325	0.673469388	9.583144641	-11.86601557	7	34	18	2	20.20408163
679	0	0.672807228	0.673469388	8.632702481	-9.607822203	7	34	19	1	20.20408163
680	2	0.19931824	0.673469388	7.329063855	-7.34230571	7	34	20	4	20.20408163
681	0	0.569451083	0.693877551	10.15058295	-12.0439468	7	35	1	3	20.81632653
682	0	0.166142715	0.693877551	9.823516751	-15.93085548	7	35	2	2	20.81632653
683	1	0.650711183	0.693877551	9.37253011	-10.677114	7	35	3	1	20.81632653
684	0	0.342537104	0.693877551	10.46715385	-8.622531291	7	35	4	1	20.81632653
685	0	0.098717392	0.693877551	9.957201868	-7.633419591	7	35	5	1	20.81632653
686	0	0.212342707	0.693877551	9.359397902	-11.11411995	7	35	6	3	20.81632653
687	0	0.59153946	0.693877551	5.378163045	-14.6417951	7	35	7	1	20.81632653
688	0	0.517416086	0.693877551	5.551052692	-20.35913722	7	35	8	3	20.81632653
689	1	0.764282708	0.693877551	8.508470254	-10.57115095	7	35	9	1	20.81632653
690	0	0.670558298	0.693877551	6.467609476	-12.51739103	7	35	10	5	20.81632653
691	0	0.400740101	0.693877551	7.045286946	-11.78538802	7	35	11	1	20.81632653
692	0	0.063415106	0.693877551	6.74749046	-15.25916562	7	35	12	5	20.81632653
693	0	0.374864817	0.693877551	7.641565163	-13.25350542	7	35	13	3	20.81632653
694	0	0.061204811	0.693877551	10.5579462	-8.567598001	7	35	14	3	20.81632653
695	0	0.837305381	0.693877551	7.528222069	-8.546840515	7	35	15	4	20.81632653
696	0	0.2863774	0.693877551	7.892064495	-12.02831678	7	35	16	4	20.81632653
697	0	0.796232969	0.693877551	5.089540344	-14.40732709	7	35	17	4	20.81632653
698	0	0.622207806	0.693877551	5.965277998	-14.19322762	7	35	18	5	20.81632653
699	0	0.649063696	0.693877551	7.058009264	-10.79125122	7	35	19	2	20.81632653
700	1	0.523993709	0.693877551	8.525488327	-12.54361959	7	35	20	5	20.81632653
701	0	0.927256647	0.714285714	5.438922093	-10.8817393	8	36	1	3	21.42857143
702	10	0.899210886	0.714285714	9.621345317	-9.437834019	8	36	2	4	21.42857143
703	2	0.7474416	0.714285714	6.980477817	-10.70870022	8	36	3	1	21.42857143
704	115	0.555146004	0.714285714	10.00632295	-8.959790414	8	36	4	5	21.42857143
705	122	0.355688545	0.714285714	9.302690631	-7.692443711	8	36	5	5	21.42857143
706	0	0.055085858	0.714285714	6.205253068	-16.39206226	8	36	6	4	21.42857143
707	0	0.939219089	0.714285714	5.929138889	-15.22558767	8	36	7	1	21.42857143
708	10	0.412877157	0.714285714	10.01104095	-13.54300565	8	36	8	1	21.42857143
709	1	0.990077461	0.714285714	8.346950287	-5.441874525	8	36	9	2	21.42857143
710	9	0.007302943	0.714285714	8.762797884	-12.16239546	8	36	10	2	21.42857143
711	36	0.919157153	0.714285714	6.486324805	-8.74145059	8	36	11	5	21.42857143
712	0	0.159392424	0.714285714	7.572846376	-16.14800372	8	36	12	4	21.42857143
713	38	0.173289451	0.714285714	10.46222002	-13.71753896	8	36	13	4	21.42857143
714	2	0.298337347	0.714285714	10.37450172	-13.07824848	8	36	14	2	21.42857143
715	0	0.797662466	0.714285714	6.524237655	-14.14753426	8	36	15	5	21.42857143
716	0	0.210490902	0.714285714	8.737905111	-14.99903656	8	36	16	2	21.42857143
717	0	0.768795717	0.714285714	5.386138792	-17.76576944	8	36	17	1	21.42857143
718	64	0.535576818	0.714285714	9.858538214	-8.359785703	8	36	18	1	21.42857143
719	4	0.549032831	0.714285714	8.942815872	-16.43568343	8	36	19	4	21.42857143
720	0	0.270124864	0.714285714	6.355168451	-10.22877837	8	36	20	3	21.42857143
721	0	0.940070242	0.734693878	8.70952368	-10.74599077	8	37	1	2	22.04081633
722	0	0.889075144	0.734693878	5.445200503	-14.86026901	8	37	2	3	22.04081633
723	13	0.922669326	0.734693878	6.407602178	-11.11692299	8	37	3	5	22.04081633
724	0	0.301886679	0.734693878	5.679871243	-15.66548812	8	37	4	2	22.04081633
725	1	0.359888377	0.734693878	9.246276496	-10.13686411	8	37	5	1	22.04081633
726	0	0.785737383	0.734693878	6.166428007	-13.67952346	8	37	6	3	22.04081633
727	663	0.309332512	0.734693878	9.958949826	-5.123858702	8	37	7	4	22.04081633
728	11	0.999269944	0.734693878	9.13209592	-7.04859142	8	37	8	2	22.04081633
729	0	0.029715729	0.734693878	6.390645486	-11.36981215	8	37	9	3	22.04081633
730	518	0.305425928	0.734693878	9.498880857	-10.66704316	8	37	10	5	22.04081633
731	1149	0.127221016	0.734693878	10.20438157	-6.357312427	8	37	11	4	22.04081633
732	0	0.604662598	0.734693878	6.310388275	-16.97470606	8	37	12	4	22.04081633
733	0	0.32393291	0.734693878	6.850360952	-13.18841996	8	37	13	2	22.04081633
734	0	0.942004262	0.734693878	7.227018934	-11.24095983	8	37	14	2	22.04081633
735	0	0.879668972	0.734693878	5.393981996	-24.03097005	8	37	15	3	22.04081633
736	3	0.314584013	0.734693878	10.18368808	-17.26647988	8	37	16	1	22.04081633
737	1	0.374413172	0.734693878	7.712640466	-16.00735099	8	37	17	4	22.04081633
738	120	0.504722232	0.734693878	9.261286406	-10.58275998	8	37	18	4	22.04081633
739	0	0.516620414	0.734693878	5.383503124	-13.21186605	8	37	19	3	22.04081633
740	0	0.200127773	0.734693878	5.669474995	-13.15148046	8	37	20	2	22.04081633
741	0	0.4297608	0.755102041	6.211724271	-15.42419074	8	38	1	3	22.65306122
742	1	0.389215221	0.755102041	8.021699637	-11.66339107	8	38	2	2	22.65306122
743	0	0.98883589	0.755102041	8.644554562	-16.46591496	8	38	3	2	22.65306122
744	0	0.687542459	0.755102041	6.463991191	-10.90649349	8	38	4	1	22.65306122
745	0	0.210810984	0.755102041	7.587033786	-15.07064738	8	38	5	5	22.65306122
746	3	0.448436968	0.755102041	6.749732655	-12.89758536	8	38	6	5	22.65306122
747	0	0.890770091	0.755102041	7.852052312	-15.26561637	8	38	7	1	22.65306122
748	0	0.626281235	0.755102041	4.881759934	-19.04449673	8	38	8	4	22.65306122
749	10	0.486261322	0.755102041	6.64935294	-12.02942965	8	38	9	5	22.65306122
750	1	0.290113632	0.755102041	7.806459614	-17.02887898	8	38	10	4	22.65306122
751	5	0.253844362	0.755102041	7.656369938	-14.76484457	8	38	11	4	22.65306122
752	0	0.391201279	0.755102041	6.135552041	-20.94023699	8	38	12	1	22.65306122
753	1	0.401448278	0.755102041	8.266838078	-16.19958271	8	38	13	5	22.65306122
754	1	0.975414888	0.755102041	9.403507137	-8.477880959	8	38	14	2	22.65306122
755	0	0.994347296	0.755102041	6.250023486	-18.43631169	8	38	15	3	22.65306122
756	4	0.409707879	0.755102041	8.000846334	-13.91037516	8	38	16	5	22.65306122
757	1	0.562818605	0.755102041	6.098751466	-13.75816642	8	38	17	4	22.65306122
758	24	0.031141368	0.755102041	7.626474054	-8.273045146	8	38	18	1	22.65306122
759	2	0.773986249	0.755102041	8.236785411	-11.97860655	8	38	19	1	22.65306122
760	0	0.984901932	0.755102041	6.256335932	-8.905024986	8	38	20	1	22.65306122
761	25	0.334426034	0.775510204	8.641136931	-7.841115265	8	39	1	1	23.26530612
762	0	0.458970659	0.775510204	6.296672765	-11.79784286	8	39	2	5	23.26530612
763	2	0.230029918	0.775510204	9.891987875	-11.11293257	8	39	3	3	23.26530612
764	1	0.92104013	0.775510204	6.909174404	-12.9211517	8	39	4	5	23.26530612
765	0	0.557110526	0.775510204	8.687781607	-8.956325838	8	39	5	3	23.26530612
766	0	0.612837828	0.775510204	8.390014716	-12.9135402	8	39	6	3	23.26530612
767	2	0.237297765	0.775510204	7.742353359	-12.49432598	8	39	7	2	23.26530612
768	86	0.468157253	0.775510204	7.066210782	-8.020168211	8	39	8	5	23.26530612
769	0	0.905994454	0.775510204	4.847281279	-19.42829428	8	39	9	5	23.26530612
770	2	0.584235761	0.775510204	7.213755864	-14.95324597	8	39	10	4	23.26530612
771	75	0.057712832	0.775510204	8.800339657	-3.435617262	8	39	11	1	23.26530612
772	0	0.183249598	0.775510204	6.927704894	-11.91481262	8	39	12	2	23.26530612
773	0	0.518409069	0.775510204	6.101320699	-14.11967899	8	39	13	2	23.26530612
774	0	0.394426855	0.775510204	8.135978586	-11.9913355	8	39	14	1	23.26530612
775	5	0.488614213	0.775510204	8.461415328	-10.2600723	8	39	15	1	23.26530612
776	0	0.151466177	0.775510204	6.784909183	-20.00243914	8	39	16	4	23.26530612
777	100	0.921191067	0.775510204	9.336128132	-7.661243583	8	39	17	4	23.26530612
778	0	0.716570193	0.775510204	6.718112715	-13.0930905	8	39	18	1	23.26530612
779	3	0.796502403	0.775510204	5.488896019	-9.919305659	8	39	19	4	23.26530612
780	11	0.369317847	0.775510204	8.156412516	-13.90320366	8	39	20	4	23.26530612
781	0	0.572739112	0.795918367	7.137330382	-10.79053454	8	40	1	4	23.87755102
782	0	0.389223977	0.795918367	5.902362667	-15.5070578	8	40	2	3	23.87755102
783	0	0.909805296	0.795918367	7.012128045	-15.47790547	8	40	3	1	23.87755102
784	0	0.642744485	0.795918367	7.20772292	-13.35966623	8	40	4	2	23.87755102
785	0	0.885381985	0.795918367	5.049051908	-17.90184685	8	40	5	5	23.87755102
786	0	0.069054515	0.795918367	8.524645648	-16.81195316	8	40	6	2	23.87755102
787	0	0.808350956	0.795918367	5.52508514	-18.07803456	8	40	7	1	23.87755102
788	3	0.067482322	0.795918367	8.842881084	-13.00797721	8	40	8	1	23.87755102
789	2	0.453657136	0.795918367	8.032613988	-13.11040882	8	40	9	4	23.87755102
790	1	0.18010592	0.795918367	6.155283061	-14.90180842	8	40	10	5	23.87755102
791	1	0.634136245	0.795918367	6.138398819	-6.921424548	8	40	11	2	23.87755102
792	0	0.763237524	0.795918367	7.299061695	-14.88847442	8	40	12	5	23.87755102
793	0	0.162196303	0.795918367	8.208720374	-17.05131015	8	40	13	2	23.87755102
794	0	0.156560158	0.795918367	6.744575051	-14.51416981	8	40	14	1	23.87755102
795	1	0.870279109	0.795918367	8.319445952	-10.08550335	8	40	15	4	23.87755102
796	2	0.218717789	0.795918367	6.932221547	-13.46056613	8	40	16	4	23.87755102
797	3	0.590888003	0.795918367	7.728021917	-15.65208111	8	40	17	4	23.87755102
798	0	0.700839765	0.795918367	5.306142763	-17.11167092	8	40	18	5	23.87755102
799	0	0.820839882	0.795918367	6.602366579	-9.951466636	8	40	19	1	23.87755102
800	0	0.717312008	0.795918367	8.24491356	-12.74460327	8	40	20	2	23.87755102
801	0	0.415244055	0.816326531	7.641048679	-6.175787901	9	41	1	1	24.48979592
802	0	0.531438758	0.816326531	5.163884658	-16.44041014	9	41	2	5	24.48979592
803	0	0.003246214	0.816326531	9.412237707	-7.889097628	9	41	3	4	24.48979592
804	0	0.252099723	0.816326531	5.428872394	-9.756223658	9	41	4	5	24.48979592
805	0	0.15522892	0.816326531	7.45255737	-17.97946613	9	41	5	5	24.48979592
806	0	0.878839791	0.816326531	4.519623582	-21.00879958	9	41	6	5	24.48979592
807	0	0.203511163	0.816326531	7.13485862	-7.634793071	9	41	7	2	24.48979592
808	0	0.583528404	0.816326531	5.467276432	-12.89308557	9	41	8	1	24.48979592
809	0	0.804473386	0.816326531	6.66224805	-16.45123713	9	41	9	1	24.48979592
810	0	0.264716582	0.816326531	6.972735275	-8.527916274	9	41	10	1	24.48979592
811	0	0.405742728	0.816326531	7.797066699	-13.22250929	9	41	11	3	24.48979592
812	0	0.380358449	0.816326531	7.400786048	-11.65262073	9	41	12	2	24.48979592
813	0	0.240951271	0.816326531	8.515021935	-0.865335469	9	41	13	1	24.48979592
814	0	0.842069704	0.816326531	4.864206023	-14.02546953	9	41	14	4	24.48979592
815	0	0.007099355	0.816326531	7.697038972	-7.299297186	9	41	15	5	24.48979592
816	0	0.476415365	0.816326531	8.107521768	-15.95825906	9	41	16	3	24.48979592
817	0	0.874515716	0.816326531	5.089035315	-10.90888831	9	41	17	4	24.48979592
818	0	0.566878652	0.816326531	7.221191233	-13.63964113	9	41	18	3	24.48979592
819	0	0.500824617	0.816326531	6.017332337	-15.84864475	9	41	19	4	24.48979592
820	0	0.87452115	0.816326531	5.791340523	-15.00072367	9	41	20	5	24.48979592
821	0	0.524293957	0.836734694	9.381193745	-11.67055201	9	42	1	5	25.10204082
822	0	0.092551102	0.836734694	7.639373857	-11.58951164	9	42	2	3	25.10204082
823	0	0.134571504	0.836734694	7.745352279	-10.46473347	9	42	3	3	25.10204082
824	0	0.043020925	0.836734694	9.488067956	-10.64951532	9	42	4	4	25.10204082
825	0	0.579527264	0.836734694	8.876811695	-10.47381627	9	42	5	5	25.10204082
826	1	0.074919065	0.836734694	8.296840232	-10.28312359	9	42	6	5	25.10204082
827	0	0.109240429	0.836734694	9.154382459	-9.389625396	9	42	7	4	25.10204082
828	0	0.026980501	0.836734694	8.957867727	-8.346183503	9	42	8	1	25.10204082
829	0	0.449657224	0.836734694	8.774355298	-11.00829248	9	42	9	4	25.10204082
830	0	0.802779154	0.836734694	4.998079562	-14.85227413	9	42	10	3	25.10204082
831	2	0.094620777	0.836734694	9.878414389	-9.491370086	9	42	11	5	25.10204082
832	0	0.021726641	0.836734694	7.194012543	-12.04986596	9	42	12	2	25.10204082
833	0	0.865996729	0.836734694	6.082901122	-13.5643619	9	42	13	4	25.10204082
834	0	0.582203941	0.836734694	5.226548106	-16.28384499	9	42	14	5	25.10204082
835	0	0.156790239	0.836734694	9.079153578	-9.172642677	9	42	15	3	25.10204082
836	0	0.514403509	0.836734694	8.709572215	-13.69263865	9	42	16	3	25.10204082
837	0	0.942464029	0.836734694	7.648996985	-17.06920781	9	42	17	1	25.10204082
838	0	0.859073283	0.836734694	8.364451856	-13.4510295	9	42	18	2	25.10204082
839	0	0.61447167	0.836734694	5.548231932	-20.10151991	9	42	19	5	25.10204082
840	0	0.621229486	0.836734694	5.947793685	-13.20336878	9	42	20	3	25.10204082
841	0	0.770207359	0.857142857	7.789742583	-7.721363271	9	43	1	3	25.71428571
842	0	0.559223464	0.857142857	4.475805336	-17.11214393	9	43	2	1	25.71428571
843	0	0.104635148	0.857142857	8.936477098	-8.903521272	9	43	3	3	25.71428571
844	0	0.16072837	0.857142857	6.941319665	-16.31176112	9	43	4	5	25.71428571
845	0	0.92101782	0.857142857	6.554276717	-13.21302545	9	43	5	5	25.71428571
846	0	0.858829385	0.857142857	6.763236384	-10.80994125	9	43	6	5	25.71428571
847	0	0.768369294	0.857142857	6.624091369	-11.68670988	9	43	7	2	25.71428571
848	1	0.021593226	0.857142857	9.762956694	-6.951518115	9	43	8	1	25.71428571
849	0	0.900029809	0.857142857	7.168775127	-9.819078817	9	43	9	1	25.71428571
850	0	0.422055597	0.857142857	9.143448354	-9.841307126	9	43	10	3	25.71428571
851	0	0.815620528	0.857142857	4.683172073	-17.9038441	9	43	11	5	25.71428571
852	1	0.165990424	0.857142857	8.799451356	-10.16692603	9	43	12	4	25.71428571
853	0	0.702329544	0.857142857	6.361208283	-14.91615325	9	43	13	2	25.71428571
854	0	0.14658381	0.857142857	6.879198157	-8.942371963	9	43	14	2	25.71428571
855	0	0.783650884	0.857142857	7.089851822	-10.01758475	9	43	15	3	25.71428571
856	0	0.222305322	0.857142857	8.463960278	-9.81473977	9	43	16	3	25.71428571
857	1	0.117966503	0.857142857	6.883916356	-9.977198007	9	43	17	4	25.71428571
858	0	0.95062603	0.857142857	7.535836614	-8.365148226	9	43	18	1	25.71428571
859	0	0.635327412	0.857142857	7.813508262	-13.20837629	9	43	19	4	25.71428571
860	0	0.470433705	0.857142857	4.48303312	-8.611443411	9	43	20	4	25.71428571
861	0	0.120422722	0.87755102	6.275806847	-13.62203123	9	44	1	5	26.32653061
862	0	0.480194858	0.87755102	5.117594126	-9.649423305	9	44	2	5	26.32653061
863	0	0.368039822	0.87755102	5.123508171	-14.90018235	9	44	3	5	26.32653061
864	0	0.909002645	0.87755102	5.37206725	-11.97781998	9	44	4	5	26.32653061
865	0	0.152872634	0.87755102	7.561665397	-11.87038067	9	44	5	5	26.32653061
866	0	0.855542484	0.87755102	8.093239214	-7.595481814	9	44	6	3	26.32653061
867	0	0.907381367	0.87755102	5.427988168	-12.86766999	9	44	7	4	26.32653061
868	0	0.89985892	0.87755102	3.983854692	-12.52688606	9	44	8	1	26.32653061
869	0	0.514945505	0.87755102	8.870999728	-14.41660357	9	44	9	2	26.32653061
870	0	0.416780356	0.87755102	6.008542764	-14.14332681	9	44	10	3	26.32653061
871	0	0.469175449	0.87755102	4.286286673	-15.07682912	9	44	11	5	26.32653061
872	0	0.197256424	0.87755102	5.231955434	-14.32442059	9	44	12	1	26.32653061
873	0	0.329779474	0.87755102	8.580772307	-13.88607465	9	44	13	4	26.32653061
874	0	0.955389226	0.87755102	5.867468641	-17.72842683	9	44	14	1	26.32653061
875	0	0.584825026	0.87755102	8.116144753	-7.426265469	9	44	15	2	26.32653061
876	0	0.618567776	0.87755102	8.947291335	-10.71225525	9	44	16	2	26.32653061
877	0	0.495288227	0.87755102	4.31775393	-12.80358851	9	44	17	2	26.32653061
878	0	0.518186262	0.87755102	4.790386913	-13.3938996	9	44	18	1	26.32653061
879	0	0.325241371	0.87755102	7.188622252	-9.887242482	9	44	19	5	26.32653061
880	0	0.552817387	0.87755102	7.653147947	-10.4293632	9	44	20	4	26.32653061
881	0	0.017783107	0.897959184	7.789276178	-12.87718145	9	45	1	5	26.93877551
882	0	0.056972651	0.897959184	9.52294131	-9.549993789	9	45	2	2	26.93877551
883	0	0.388734345	0.897959184	6.814312206	-9.887289857	9	45	3	3	26.93877551
884	0	0.110059215	0.897959184	6.615244521	-10.35812927	9	45	4	4	26.93877551
885	0	0.058094315	0.897959184	7.875903974	-11.98367317	9	45	5	4	26.93877551
886	0	0.192604857	0.897959184	5.030052542	-11.54006242	9	45	6	5	26.93877551
887	0	0.616521885	0.897959184	4.551206316	-9.804637556	9	45	7	3	26.93877551
888	0	0.593625132	0.897959184	6.780442947	-14.49899505	9	45	8	1	26.93877551
889	0	0.597685679	0.897959184	8.403365999	-6.191017868	9	45	9	3	26.93877551
890	0	0.906595766	0.897959184	4.185781731	-17.31501357	9	45	10	1	26.93877551
891	0	0.445523936	0.897959184	6.710473799	-14.2576523	9	45	11	3	26.93877551
892	0	0.721286037	0.897959184	7.687549136	-12.60552967	9	45	12	1	26.93877551
893	0	0.23750825	0.897959184	4.647354072	-18.51975111	9	45	13	2	26.93877551
894	0	0.142295781	0.897959184	8.899639122	-9.122706339	9	45	14	1	26.93877551
895	0	0.856655674	0.897959184	7.1445248	-8.417285248	9	45	15	3	26.93877551
896	0	0.075063187	0.897959184	5.229454107	-20.01010148	9	45	16	3	26.93877551
897	0	0.021675147	0.897959184	7.187208232	-7.546013045	9	45	17	1	26.93877551
898	0	0.122391621	0.897959184	5.985249828	-14.95388157	9	45	18	1	26.93877551
899	0	0.693578774	0.897959184	5.225392676	-12.73137708	9	45	19	2	26.93877551
900	0	0.460468354	0.897959184	7.482333318	-11.47165398	9	45	20	1	26.93877551
901	0	0.270201247	0.918367347	4.866719533	-13.71509649	10	46	1	5	27.55102041
902	8	0.455095182	0.918367347	8.231142593	-10.19391621	10	46	2	5	27.55102041
903	0	0.510476477	0.918367347	5.941280464	-14.35150489	10	46	3	2	27.55102041
904	0	0.219658464	0.918367347	5.107936368	-17.03756609	10	46	4	1	27.55102041
905	0	0.400094258	0.918367347	4.614733936	-19.75945767	10	46	5	5	27.55102041
906	0	0.729184883	0.918367347	4.06441052	-18.39382331	10	46	6	5	27.55102041
907	9	0.163844326	0.918367347	9.095644261	-10.69768427	10	46	7	1	27.55102041
908	0	0.963441944	0.918367347	6.256495181	-18.07673045	10	46	8	1	27.55102041
909	0	0.943138561	0.918367347	6.164896412	-11.97896005	10	46	9	2	27.55102041
910	0	0.358087732	0.918367347	6.452260797	-13.82574196	10	46	10	2	27.55102041
911	21	0.393948743	0.918367347	7.681720397	-13.15588832	10	46	11	5	27.55102041
912	0	0.256241421	0.918367347	7.761104791	-15.15949683	10	46	12	1	27.55102041
913	0	0.306597535	0.918367347	6.412820719	-14.24223616	10	46	13	4	27.55102041
914	0	0.131582423	0.918367347	6.509977608	-14.20313024	10	46	14	4	27.55102041
915	0	0.981111314	0.918367347	7.209097498	-11.69557087	10	46	15	3	27.55102041
916	0	0.598525822	0.918367347	8.345123791	-17.08260675	10	46	16	4	27.55102041
917	0	0.74854738	0.918367347	4.445976688	-15.73425808	10	46	17	1	27.55102041
918	0	0.071943881	0.918367347	7.486573237	-15.64640468	10	46	18	3	27.55102041
919	2	0.580856277	0.918367347	6.258098272	-12.64091929	10	46	19	4	27.55102041
920	0	0.614933087	0.918367347	6.894911847	-12.85645446	10	46	20	3	27.55102041
921	0	0.485181445	0.93877551	5.57309296	-13.81638433	10	47	1	2	28.16326531
922	0	0.783235181	0.93877551	5.374398174	-11.92788277	10	47	2	2	28.16326531
923	0	0.5461765	0.93877551	5.277656598	-16.11436744	10	47	3	4	28.16326531
924	0	0.616609779	0.93877551	5.164521784	-15.37599573	10	47	4	1	28.16326531
925	0	0.398970876	0.93877551	6.988735391	-12.13567745	10	47	5	5	28.16326531
926	60	0.220897038	0.93877551	8.248921628	-10.40563221	10	47	6	4	28.16326531
927	1	0.249966161	0.93877551	5.119368979	-9.482087548	10	47	7	4	28.16326531
928	0	0.248722158	0.93877551	4.901127609	-16.1779319	10	47	8	1	28.16326531
929	0	0.82691061	0.93877551	4.359917779	-12.62563118	10	47	9	5	28.16326531
930	83	0.58855979	0.93877551	8.674307355	-9.788619801	10	47	10	4	28.16326531
931	0	0.689006574	0.93877551	4.677006568	-18.6762386	10	47	11	2	28.16326531
932	0	0.934218391	0.93877551	7.425886444	-16.87754264	10	47	12	5	28.16326531
933	2	0.671412568	0.93877551	6.704971223	-12.80716765	10	47	13	4	28.16326531
934	0	0.840596231	0.93877551	4.376229941	-18.77516496	10	47	14	1	28.16326531
935	0	0.472115369	0.93877551	6.272365209	-15.12002282	10	47	15	3	28.16326531
936	0	0.54633808	0.93877551	5.829062753	-18.850292	10	47	16	3	28.16326531
937	15	0.903527133	0.93877551	8.315508497	-5.458461378	10	47	17	1	28.16326531
938	0	0.969267521	0.93877551	7.321576023	-12.35385737	10	47	18	3	28.16326531
939	1	0.087021542	0.93877551	8.636538475	-16.4227857	10	47	19	1	28.16326531
940	41	0.597765781	0.93877551	7.545380748	-10.41498885	10	47	20	4	28.16326531
941	0	0.939952107	0.959183673	7.991116317	-12.11453286	10	48	1	3	28.7755102
942	0	0.126566372	0.959183673	7.612033952	-16.8266301	10	48	2	1	28.7755102
943	0	0.926261703	0.959183673	6.390285543	-10.30829456	10	48	3	3	28.7755102
944	1	0.024515016	0.959183673	7.620120356	-11.5520854	10	48	4	5	28.7755102
945	0	0.82336652	0.959183673	4.624697654	-14.80580471	10	48	5	5	28.7755102
946	4	0.820631313	0.959183673	7.497006853	-7.289669863	10	48	6	2	28.7755102
947	0	0.095563229	0.959183673	4.748028166	-18.08120228	10	48	7	3	28.7755102
948	2	0.059676188	0.959183673	5.455389486	-12.47702756	10	48	8	5	28.7755102
949	0	0.608956641	0.959183673	4.24985389	-15.61497305	10	48	9	1	28.7755102
950	4	0.358118778	0.959183673	6.502793764	-14.74467462	10	48	10	5	28.7755102
951	0	0.212094454	0.959183673	4.317797143	-12.66157127	10	48	11	3	28.7755102
952	0	0.618435505	0.959183673	3.765065797	-18.97395701	10	48	12	1	28.7755102
953	0	0.353117618	0.959183673	3.994059001	-18.65213421	10	48	13	2	28.7755102
954	0	0.844442342	0.959183673	4.122059859	-20.25138459	10	48	14	1	28.7755102
955	0	0.272385246	0.959183673	6.925811489	-16.09364764	10	48	15	1	28.7755102
956	0	0.962502769	0.959183673	5.128609868	-21.43455876	10	48	16	2	28.7755102
957	2	0.007608552	0.959183673	7.364184123	-15.63698419	10	48	17	5	28.7755102
958	0	0.496044376	0.959183673	5.217759878	-13.45553868	10	48	18	5	28.7755102
959	0	0.303963935	0.959183673	5.958633419	-15.23804426	10	48	19	1	28.7755102
960	0	0.099967755	0.959183673	4.849938612	-15.57038259	10	48	20	3	28.7755102
961	0	0.14188531	0.979591837	8.032668903	-18.67949821	10	49	1	4	29.3877551
962	0	0.903049586	0.979591837	7.732137866	-14.19139705	10	49	2	1	29.3877551
963	0	0.554629281	0.979591837	3.853712921	-14.37087896	10	49	3	2	29.3877551
964	1	0.594052111	0.979591837	5.014038368	-8.939288665	10	49	4	5	29.3877551
965	0	0.185394271	0.979591837	5.380597457	-11.24721869	10	49	5	1	29.3877551
966	0	0.883408362	0.979591837	7.334035442	-17.3869836	10	49	6	4	29.3877551
967	0	0.468688982	0.979591837	5.661403953	-13.87563775	10	49	7	4	29.3877551
968	5	0.959689969	0.979591837	7.463762957	-11.72884007	10	49	8	4	29.3877551
969	0	0.944737323	0.979591837	4.476393981	-16.21657393	10	49	9	4	29.3877551
970	1	0.314743723	0.979591837	5.159412887	-13.19607637	10	49	10	1	29.3877551
971	3	0.114289686	0.979591837	6.617978667	-12.3257139	10	49	11	2	29.3877551
972	3	0.525504658	0.979591837	7.311820426	-12.64989251	10	49	12	1	29.3877551
973	0	0.048229204	0.979591837	4.4628543	-19.34900058	10	49	13	3	29.3877551
974	0	0.772821845	0.979591837	4.483056897	-20.3646601	10	49	14	5	29.3877551
975	0	0.527643352	0.979591837	6.646556276	-12.30603339	10	49	15	1	29.3877551
